respid,sample,comp,int_date,lang,cregion,state,density,usr,qs1,sex,eminuse,intmob,intfreq,home4nw,bbhome1,bbhome2,device1a,smart2,snsint2,device1b,device1c,device1d,web1a,web1b,web1c,web1d,web1e,web1f,web1g,web1h,sns2a,sns2b,sns2c,sns2d,sns2e,pial5a,pial5b,pial5c,pial5d,pial11,pial11a,pial11ao@,pial11_igbm,pial12,books1,books2a,books2b,books2c,age,marital,educ2,emplnw,hisp,racem1,racem2,racem3,racem4,racecmb,birth_hisp,inc,party,partyln,hh1,hh3,ql1,ql1a,qc1,weight,cellweight
613,1,1,180110,1,4,6,5,S, ,1,2,2, , , , ,1,1,2,8,1,2,2,8,2,2,1,2,8,2, , , , ,9,3,8, , ,8, , ,9, ,0, , , ,58,3,3,1,2,3, , , ,3, ,4,8,8,2,2,1, , ,1.1047243, 
614,1,1,180110,1,4,6,5,U, ,2,1,2,4,2, , ,1,1,2,2,1,2,2,2,2,2,1,2,2,2, , , , ,3,1,2,2, ,2,1,BECAUSE OF THE YOUNG KIDS,5,1,0, , , ,66,2,3,1,2,2, , , ,2, ,5,2, ,6,4,1, , ,1.217308, 
100002,2,1,180103,1,3,24,3,S,2,1,1,1,1,1,2, , ,2,2,1,1,2,2,2,2,2,1,2,2,2, , , , ,3,3,2,1, ,1,1,acess to information and data basis,1,1,97,1,2,1,76,6,6,3,2,1, , , ,1, ,3,3,8,1, , , ,1,0.3761749,0.6111884
100010,2,1,180103,1,2,18,5,U,2,2,1,1,2,1,2, , ,1,1,2,1,2,2,2,1,2,1,2,1,2, , ,1, ,3,2,1,2,2,1,1,to share and have knowledge quickly,1,1,9,1,2,1,84,5,4,3,2,1, , , ,1, ,99,1, ,1, , , ,2,0.7564661,1.0522338
100011,2,1,180103,1,1,36,3,S,2,1,1,2,2,1,2, , ,2,2,1,1,2,2,2,2,2,1,2,2,2, , , , ,5,1,4,1, ,3, , ,9,1,96,1,2,1,75,1,5,3,2,1, , , ,1, ,9,3,2,2,2, , ,1,0.7570218,1.0747227
100012,2,1,180103,1,3,37,4,U,2,2,1,1,2,1,2, , ,1,1,1,1,2,2,2,1,2,1,1,1,2, , ,1, ,2,2,1,2,2,3, , ,9,1,14,1,2,2,30,1,6,4,2,3, , , ,3, ,6,3,8,3,2, , ,2,1.3271746,1.0378052
100013,2,1,180103,1,1,42,4,S,2,1,1,1,2,1,2, , ,1,1,1,1,1,1,2,1,2,1,2,2,1,1, ,1, ,1,4,4,4,4,1,1,access to info,1,1,96,1,2,2,40,1,6,1,2,1, , , ,1, ,8,3,1,4,2, , ,1,0.6999375,0.6910332
100014,2,1,180103,1,2,26,4,U,2,2,1,1,1,1,2, , ,2,1,2,1,1,2,1,1,1,1,2,2,2, ,5,1,2,1,4,1,3,2,1,1,COMMUNICATION,2,1,0, , , ,19,6,3,4,2,2, , , ,2, ,1,3,2,5,1, , ,2,1.3496411,0.9470697
100015,2,1,180103,1,1,42,3,S,2,2,1,1,1,1,2, , ,1,1,1,1,1,2,1,2,1,1,1,1,2, ,3, ,1,1,2,3,2,4,2,1,constantly on the phone,4,3,1,1,2,2,38,1,3,1,1,1, , , ,1,3,3,1, ,5,2, , ,2,1.3863564,1.2511283
100016,2,1,180103,1,3,12,5,S,2,1,1,1,2,1,2, , ,1,1,1,2,2,2,2,1,2,1,2,2,2, , ,5, ,5,4,4,4,4,8, , ,9,1,20,1,1,1,60,6,8,4,2,9, , , ,9, ,4,3,8,8,2, , ,1,0.4647075,0.4977698
100019,2,1,180103,1,3,13,4,U,2,1,1,1,1,1,2, , ,1,1,1,1,2,1,1,1,2,1,1,2,1,2,2,2, ,1,3,1,1,3,1,1,amount of information that you can receive quickly,1,1,15,1,1,2,30,6,7,4,2,3, , , ,3, ,7,2, ,3,3, , ,2,0.8723057,0.6364665
100023,2,1,180103,1,3,37,2,R,2,1,1,1,2,1,2, , ,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,3, ,2,1,5,5,4,1,1,"well because when I was growing up the only place you could get information would be the libary and with the internet you can touch anything that has been printed since man has begun you now have access to. As a learning tool, entertainment tool, you just cant beat it",1,1,20,1,1,1,63,1,8,5,2,1, , , ,1, ,8,3,1,2,2, , ,1,0.4657586,0.5322245
100024,2,1,180103,1,1,36,5,U,2,1,2,2, , , , , ,2,2,2,1,2,2,2,2,2,2,2,2,2, , , , , ,3,3, , ,1,1,easy access to all the information,1, ,0, , , ,77,3,3,3,2,1, , , ,1, ,6,1, ,1, , , ,1,0.8218117,2.0428872
100026,2,1,180103,1,3,51,5,S,2,1,1,1,1,1,2, , ,1,1,1,1,2,1,2,1,2,1,2,1,2,4, ,3, ,3,1,1,1,3,1,1,working wise its made working much more efficient,1,1,3,2,2,1,72,1,6,1,2,1, , , ,1, ,9,2, ,2,2, , ,1,0.4228036,0.5649195
100027,2,1,180103,1,1,42,3,S,2,1,1,1,2,1,2, , ,1,1,1,1,1,1,1,2,1,1,2,2,2,3,1, ,1,2,2,1,1,2,1,1,got access to everything,1,1,8,1,2,2,18,6,2,2,2,1, , , ,1, ,8,1, ,4,4, , ,2,1.4190503,1.2766865
100030,2,1,180103,1,2,26,1,S,2,1,1,1,1,1,2, , ,1,1,1,1,2,2,2,1,2,1,2,1,1, , ,1, ,3,5,5,5,1,1,1,proof of information,1,1,0, , , ,65,1,4,5,2,1, , , ,1, ,8,1, ,2,2, , ,2,0.7733059,0.8936901
100031,2,1,180103,1,3,51,5,S,2,1,1,1,3,1,2, , ,1,2,2,1,2,2,2,2,2,2,2,2,2, , , , , ,2,2,1, ,1,1,everybody uses it these days and if the internet went away i dont know how society would work,8,1,12,1,2,2,71,1,8,3,2,1, , , ,1, ,9,3,1,2,2, , ,1,0.4228036,0.5649195
100033,2,1,180103,1,3,12,5,U,2,1,1,1,1,1,2, , ,1,1,2,1,1,2,1,1,1,1,1,2,2, ,1,1,1,1,1,1,1,2,1,1,sharing  info across world,1,1,5,1,2,2,28,2,7,1,2,1, , , ,1, ,8,3,8,2,2, , ,2,0.8285036,0.5517245
100036,2,1,180103,1,3,45,3,S,2,1,2,2, , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,4,1, , ,8, , ,9, ,0, , , ,63,2,2,6,2,1, , , ,1, ,2,1, ,2,2, , ,2,1.5502557,1.6141174
100038,2,1,180103,1,2,18,5, ,2,2,1,1,3,1,2, , ,2,1,2,2,2,2,1,1,2,2,2,2,2, ,3,1, , ,1,1,1,3,1,1,access to informtation that is needed,1,1,2,1,2,2,99,1,3,2,2,1, , , ,1, ,2,9,9,1, , , ,2,1.7828174,2.0428872
100039,2,1,180103,1,3,45,2, ,2,1,2,2, , , , , ,2,2,2,2,1,2,2,2,2,2,2,2,2, , , , , ,4,4, , ,2,1,mind control,8, ,97,2,2,2,29,6,99,4,2,1, , , ,1, ,2,3,2,1, , , ,2,0.8303776,0.5899139
100040,2,1,180103,1,3,45,3,S,2,2,1,1,1,1,2, , ,1,1,1,1,1,2,2,1,2,1,2,1,1, , ,1, ,4,3,5,5,2,1,1,ease of education and makes my job easier,1,1,4,1,2,1,40,1,5,1,8,1, , , ,1, ,8,4,1,4,2, , ,2,2.112972,2.0428872
100042,2,1,180103,1,1,36,5,U,2,1,1,1,2,1,2, , ,1,1,1,1,1,1,1,1,1,1,1,2,1,4,1,1,1,1,1,1,1,2,1,1,actions and thinks that preform over the world,9,1,5,1,2,2,27,6,6,1,2,2, , , ,2, ,5,2, ,1, , , ,2,0.7064243,0.5663572
100044,2,1,180103,1,2,39,4,U,2,2,1,1,2,1,2, , ,1,1,2,1,2,2,1,1,1,1,2,1,2, ,3,1,3,5,2,5,5,3,1,1,information,1,1,0, , , ,99,3,3,1,2,1, , , ,1, ,4,1, ,2,2, , ,2,1.6340646,1.9885224
100047,2,1,180103,1,1,33,2,R,2,1,1,1,2,1,2, , ,1,2,2,1,2,1,2,2,2,1,2,2,2,1, , , ,3,4,2,1, ,1,1,access to information,1,1,15,1,1,1,41,1,7,1,2,1, , , ,1, ,6,9,2,3,2, , ,1,0.7653819,0.8676377
100050,2,1,180103,1,3,13,4,U,2,2,1,1,1,2, , , ,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,4,1,4,3,1,1,2,1,1,knowledge,1,1,6,1,2,2,23,6,7,1,2,2, , , ,2, ,3,3,2,1, , , ,2,0.9276819,0.5534425
100051,2,1,180103,1,3,13,3,U,2,2,1,1,5,1,2, , ,2,2,1,1,2,2,2,2,2,2,2,2,2, , , , , ,1,3,3, ,2,1,no communication (person to person),4,2,12,1,1,2,66,6,5,3,2,1, , , ,1, ,3,3,8,1, , , ,2,0.8423612,1.1056931
100052,2,1,180103,1,1,36,5,U,2,2,1,1,2,1,2, , ,1,1,1,1,2,2,1,1,2,1,2,1,1, ,5,2, ,4,4,1,1,3,1,1,easier to ommunicate,2,1,12,1,2,1,62,1,8,1,2,1, , , ,1, ,9,2, ,2,2, , ,2,0.8664302,0.9351262
100053,2,1,180103,1,3,13,4,U,2,1,1,1,2,1,2, , ,1,1,1,1,2,2,2,1,2,1,2,2,2, , ,2, ,5,1,1,1,2,1,1,makes info avaiolable,1,1,55,1,2,1,70,1,6,3,2,1, , , ,1, ,8,2, ,2,2, , ,2,0.4788153,0.4810758
100055,2,1,180104,1,3,48,3,S,2,1,1,1,2,1,2, , ,1,1,2,1,2,2,2,1,2,1,2,1,1, , ,3, ,3,2,2,1,4,1,1,it allows easier access to resources,1,1,60,1,1,1,36,1,6,1,2,1, , , ,1, ,7,3,2,6,2, , ,2,0.9476364,0.7198892
100056,2,1,180104,2,3,12,4,S,2,1,1,1,1,1,2, , ,2,1,1,1,1,2,1,1,1,1,1,2,2, ,2,2,3,1,4,1,1,4,1,1,internet nos ensena y hemos cresicdo mucho,9,1,0, , , ,36,2,6,1,1,7, , , ,5,3,1,4,8,3,3, , ,2,0.5200978,0.4333029
100057,2,1,180103,1,2,26,4,S,2,1,1,1,2,1,2, , ,1,1,2,1,1,2,2,1,2,1,2,2,2, , ,2, ,2,2,1,1,4,1,1,allows people to connect from all corners of the world.,2,1,5,1,2,1,23,6,6,4,2,1, , , ,1, ,9,3,2,4,4, , ,1,0.6400726,0.4567516
100061,2,1,180108,2,1,34,5, ,2,2,1,1,2,1,2, , ,1,1,2,1,1,2,2,1,2,1,1,2,2, , ,3, ,3,4,2,2,4,3, , ,9,3,1,1,2,2,38,4,4,2,1,7, , , ,5,3,4,3,2,5,1, , ,1,0.7385658,1.1452705
100062,2,1,180103,1,1,25,3,S,2,2,1,1,1,1,2, , ,1,1,2,1,1,2,2,1,2,1,2,1,1, , ,3, ,1,6,2,1,3,3, , ,9,1,14,1,1,1,40,1,7,1,2,2, , , ,2, ,8,3,8,5,2, , ,2,1.2105975,1.0571606
100063,2,1,180103,1,3,45,1,U,2,1,1,1,2,1,2, , ,1,1,2,1,2,2,2,1,2,1,2,2,2, , ,1, ,3,2,5,1,4,3, , ,9,1,0, , , ,27,1,6,1,2,1, , , ,1, ,7,1, ,2,2, , ,2,0.7926583,0.5879361
100067,2,1,180103,1,2,39,5,S,2,2,1,1,1,2, , , ,1,1,1,2,1,1,1,1,1,1,1,2,1,4,1,2,2,1,3,1,1,1,1,1,Ability to research information quickly,1,1,17,1,2,2,35,6,5,1,2,2, , , ,2, ,5,2, ,3,1, , ,2,2.112972,1.7834754
100068,2,1,180103,1,3,47,2,S,2,1,1,1,2,1,2, , ,1,1,2,2,2,2,2,1,2,2,2,2,2, , ,2, , ,1,1,1,4,1,1,people can educate themselves,1,3,97,1,2,1,36,4,3,6,2,1, , , ,1, ,1,1, ,7,4, , ,1,1.8657708,1.6340942
100071,2,1,180103,1,2,26,4,U,2,1,1,1,1,1,2, , ,1,1,2,2,1,2,2,1,1,1,2,2,2, , ,1,1,1,2,1,1,4,1,1,everything is on the internet,1,1,3,1,2,2,21,1,3,4,2,2, , , ,2, ,2,3,2,3,2, , ,2,0.779258,0.4996813
100072,2,1,180103,1,2,39,5,S,2,2,1,1,2,1,2, , ,1,1,1,1,1,2,2,1,2,1,1,2,2, , ,2, ,3,1,2,2,3,1,1,daily living is much easier,9,1,10,2,2,1,49,1,4,1,2,2, , , ,2, ,7,3,2,5,3, , ,1,1.4848988,1.3084501
100073,2,1,180103,1,3,24,4,S,2,1,1,1,1,1,2, , ,1,1,2,2,1,1,1,1,2,1,2,2,1,3,4,1, ,3,2,2,3,3,1,1,access to information and ability to communicate,1,1,12,2,1,2,46,1,6,1,2,2, , , ,2, ,9,2, ,4,2, , ,1,0.4226706,0.4333029
100074,2,1,180103,1,1,36,5,U,2,1,1,1,1,2, , , ,1,2,2,2,2,2,2,2,2,1,1,2,2, , , , ,2,6,1,1, ,3, , ,9,1,0, , , ,56,3,2,1,1,2, , , ,2,3,3,4,2,1, , , ,2,0.5619579,0.5806914
100075,2,1,180104,1,3,37,4, ,2,1,1,1,1,2, , , ,1,2,1,1,2,2,2,2,2,1,2,2,2, , , , ,3,1,1,4, ,2,1,sometimes they show negative images,3,3,10,1,2,2,40,9,99,99,9,9, , , ,9, ,99,9,9,9,9, , ,9,0.8321843,0.5666357
100076,2,1,180103,1,3,12,5,S,2,1,1,1,2,1,2, , ,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2, ,1,3,4,4,2,4,3, , ,9,1,6,1,1,2,18,6,3,2,1,1, , , ,1,3,5,3,8,3,3, , ,1,0.4577811,0.4333029
100077,2,1,180103,1,2,26,2,R,2,1,1,1,3,1,2, , ,1,1,1,1,2,2,2,1,2,1,2,2,1, , ,1, ,3,3,2,4,4,1,1,acces for information,1,1,30,1,2,1,67,1,7,3,2,1, , , ,1, ,8,1, ,2,2, , ,2,0.4907526,0.6218981
100079,2,1,180103,1,3,54,1,R,2,1,1,1,2,1,2, , ,1,1,1,1,1,1,2,1,2,2,2,1,2,5, ,4, , ,1,1,1,4,1,1,Have access so fast,1,1,4,1,2,2,68,2,3,3,2,1, , , ,1, ,7,2, ,8,2, , ,1,1.0464109,1.8043156
100080,2,1,180103,1,1,34,4, ,2,2,1,1,1,1,2, , ,1,2,1,1,2,2,2,2,2,1,2,2,1, , , , ,3,1,1,1, ,1,1,we can accomplish path more efficiently,9,1,10,1,2,1,50,1,7,3,1,1, , , ,1,1,8,3,1,2,2, , ,1,0.6934058,0.7248611
100081,2,1,180103,1,3,21,2,S,2,1,1,1,5,2, , , ,1,2,2,1,2,2,2,2,2,2,2,1,2, , , , , ,2,3,3, ,1,1,Advantage is to comunicate and  post quick as yuou can,2,1,1,1,2,2,50,4,2,5,1,7, , , ,5,3,7,8,8,3,2, , ,1,0.6001551,0.567754
100083,2,1,180103,1,4,53,4,U,2,1,1,1,1,1,2, , ,1,1,1,1,1,1,1,1,2,1,2,1,1,3,4,5, ,2,2,2,5,3,1,1,allowed small town people to interact with a lot more peopl its good for job opprtunities alawayse people to spread knowlegde.,1,1,3,1,2,1,29,6,6,4,2,1, , , ,1, ,7,2, ,5,5, , ,2,0.6898583,0.4333029
100084,2,1,180103,1,1,25,5, ,2,2,1,1,2,1,2, , ,1,1,1,1,2,1,2,1,1,1,2,2,1,5, ,2,3,3,2,1,2,2,1,1,easy access for research,1,1,1,1,2,2,24,6,6,1,2,1, , , ,1, ,99,2, ,4,4, , ,2,1.638853,1.2201879
100085,2,1,180103,1,1,9,4,U,2,2,1,1,4,1,2, , ,1,1,1,1,2,2,1,1,1,1,2,2,2, ,5,1,1,4,4,1,4,3,1,1,cause everybody uses it in their daily life,9,1,4,2,2,1,23,6,3,1,2,1,2, , ,4, ,98,2, ,5,4, , ,2,1.4640435,1.4493573
100086,2,1,180103,2,3,12,4,U,2,1,2,1,5,2, , , ,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1,4,4, ,2,1,private lives in intge intermet,7,2,3,1,2,2,80,1,3,3,1,1, , , ,1,3,2,2, ,3,3, , ,2,0.750332,0.692509
100087,2,1,180107,1,1,42,5,U,2,2,1,1,2,1,2, , ,1,2,1,1,1,2,2,2,2,1,2,2,2, , , , ,4,2,1,2, ,3, , ,9,1,25,1,2,2,64,3,4,3,2,1,2,5, ,4, ,4,3,2,4,1, , ,2,0.9811995,1.216054
100090,2,1,180103,1,2,39,4,S,2,1,1,1,2,1,4, , ,1,1,1,1,2,2,1,1,2,1,2,2,2, ,3,8, ,3,6,1,1,3,1,1,it gices you more often than not access reliable information,1,1,40,1,2,2,65,3,7,1,2,1, , , ,1, ,6,3,2,1, , , ,2,0.4487905,0.4953131
100091,2,1,180103,1,1,36,5,U,2,1,1,1,4,1,2, , ,1,1,1,2,2,2,2,1,2,1,2,2,2, , ,3, ,4,1,2,2,4,1,1,Freedom of Speech,1,1,4,1,1,2,77,1,3,3,2,2, , , ,2, ,6,2, ,4,3, , ,1,1.1029791,1.4685642
100092,2,1,180103,1,2,18,1,S,2,1,1,1,1,1,2, , ,2,2,1,1,2,2,2,2,2,1,2,2,2, , , , ,2,4,1,1, ,1,1,free sharing of information,1,1,97,1,2,1,55,1,6,5,2,1, , , ,1, ,1,4,1,8,8, , ,2,0.5148896,0.5461382
100095,2,1,180103,1,3,24,4,S,2,1,1,1,2,1,8, , ,1,2,2,1,2,2,2,2,2,1,2,2,2, , , , ,3,1,2,1, ,1,1,business,9,1,20,1,2,2,62,3,6,1,2,1, , , ,1, ,7,1, ,1, , , ,1,0.3761749,0.4333029
100096,2,1,180103,1,4,6,3,U,2,1,1,1,1,1,2, , ,1,1,1,1,1,1,2,1,2,1,1,2,1,2, ,2, ,2,2,1,2,2,1,1,Communication,2,1,30,1,1,1,48,1,6,3,2,1, , , ,1, ,9,1, ,4,3, , ,2,0.7745256,0.6588642
100098,2,1,180103,1,3,24,4,S,2,2,1,1,1,1,2, , ,1,1,1,1,1,1,1,1,1,1,2,2,2,4,3,1,1,3,4,1,1,2,1,1,access to quick information,1,1,0, , , ,36,2,3,1,2,1, , , ,1, ,7,3,2,5,3, , ,1,2.112972,1.9021666
100099,2,1,180103,1,3,12,4,S,2,1,1,1,1,1,2, , ,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,4,1,1,1,1,1,BETTER TO ACCESS INFORMATION MORE FASTER BROADER EQUALIZER,1,1,11,1,2,2,18,6,5,4,1,1,2,7, ,4,1,7,4,2,2,2, , ,1,0.8036925,0.610177
100102,2,1,180103,2,3,11,5,U,2,2,1,1,1,1,2, , ,1,1,1,1,1,1,1,1,2,1,1,2,1,4,1,1, ,1,1,1,1,1,1,1,porque es muy acesible para sus hijos hacer su tarea u para su educacion.,9,1,0, , , ,41,4,3,1,1,7, , , ,5,3,99,2, ,5,3, , ,2,1.3902254,1.0071726
100105,2,1,180103,2,3,12,4, ,2,2,2,2, , , , , ,8,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2,1, , ,1,1,"me parece marivilloso el internet porque siempre estamos en contacto con todas cosas del mundo, con mis nietes, por miedo de mi hija es muy amplio es informativo",9, ,3,1,2,2,88,1,6,4,1,1, , , ,1,3,98,4,8,2,2, , ,2,0.3761749,0.4333029
100108,2,1,180103,1,1,25,3,S,2,2,1,1,2,1,2, , ,1,1,2,1,1,2,1,1,2,1,1,1,1, ,2,1, ,3,4,2,1,2,1,1,acess to info,1,1,10,2,2,1,25,1,6,4,1,1, , , ,1,3,6,2, ,2,2, , ,2,0.7380761,0.6352347
100109,2,1,180103,1,3,24,4,S,2,2,1,1,2,1,2, , ,1,2,2,1,2,2,2,2,2,1,2,2,2, , , , ,3,2,1,1, ,9, , ,9,1,0, , , ,56,1,3,1,2,1, , , ,1, ,98,1, ,6,6, , ,1,1.6175442,1.9313643
100111,2,1,180103,2,3,24,4, ,2,2,1,1,1,1,1,1, ,2,2,2,2,2,2,2,1,2,2,1,2,2, , ,1, , ,3,4,4, ,1,8, ,9,1,0, , , ,46,4,2,4,1,7, , , ,5,1,98,4,8,2,2, , ,2,1.5607492,1.1751449
100114,2,1,180103,1,2,26,2,S,2,1,2,2, , , , , ,8,2,1,1,2,2,2,2,2,2,2,2,2, , , , , ,2,2, , ,9, , ,9, ,15,1,2,2,77,5,5,3,2,1, , , ,1, ,4,3,1,1, , , ,1,0.4740549,0.8966966
100116,2,1,180106,1,3,48,5,S,2,1,1,1,1,1,2, , ,1,1,1,1,1,2,1,1,2,1,1,2,1, ,4,3, ,3,2,2,3,4,1,1,"research , you can buy things",1,1,2,1,2,1,51,1,7,1,1,7,1, , ,4,1,8,4,8,3,2, , ,1,0.5285701,0.5257296
100117,2,1,180103,1,1,36,5,U,2,1,1,1,1,1,2, , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,5,2,3,1,1,2,1,1,it has connected people so i lets me talk to my family acoss the country and helps me connect with people from other regions,2,1,10,1,1,1,34,1,6,1,2,3, , , ,3, ,9,3,2,4,2, , ,2,0.9093089,0.8581396
100118,2,1,180103,2,3,12,4,S,2,1,1,1,2,2, , , ,1,1,2,2,2,2,1,1,2,1,1,2,2, ,5,2, ,1,1,3,2,4,1,1,MORE INFORMED AND GET MORE INFORMATION ON SOMETHING YOU NEED,1,1,6,2,1,1,29,4,2,1,1,1, , , ,1,3,3,1, ,3,3, , ,2,0.6487626,0.4333029
100119,2,1,180103,1,3,37,2,R,2,2,1,1,2,1,2, , ,1,2,1,2,2,2,2,2,2,2,2,1,2, , , , , ,1,1,1, ,1,1,Access to what going on in the world,1,1,75,1,2,1,64,1,7,3,2,1, , , ,1, ,7,2, ,2,2, , ,2,0.8356183,0.8198636
100120,2,1,180103,2,3,13,3,U,2,2,1,1,2,1,2, , ,2,2,1,2,1,2,2,1,2,1,1,2,2, , ,3, ,3,1,1,2, ,1,1,"tenemos mas commonication, hacer llamadas, ver a familiares que se encuentra lejos de nos otros",9,1,0, , , ,52,1,1,2,1,8, , , ,9,3,98,8,8,4,3, , ,2,1.0201968,0.7994339
100126,2,1,180103,1,3,12,4,S,2,2,1,1,2,1,2, , ,1,1,2,1,2,2,2,1,2,1,2,2,1, , ,1, ,4,1,2,1,2,1,1,Providing connectivity with people and fastest information,2,1,20,2,2,1,65,1,6,1,2,1, , , ,1, ,7,2, ,2,2, , ,1,0.3906058,0.5828542
100127,2,1,180104,1,3,12,4,U,2,2,1,1,2,1,2, , ,1,1,1,1,1,2,2,1,2,1,1,1,1, , ,2, ,3,1,1,1,3,1,1,makes research so much easier,1,1,5,1,2,1,55,1,6,2,2,1, , , ,1, ,99,3,2,3,3, , ,1,0.7090088,0.6529834
100130,2,1,180103,1,1,36,1,S,2,2,1,1,2,1,2, , ,1,1,1,1,1,2,2,1,2,1,2,1,2, , ,1, ,3,1,1,2,3,2,1,"The negativity, there's too much.",3,1,25,1,2,2,48,1,6,1,2,1, , , ,1, ,8,1, ,5,3, , ,1,1.128825,1.2390487
100131,2,1,180103,1,3,11,5,U,2,2,1,1,2,1,2, , ,1,1,1,1,2,1,1,1,1,1,1,1,1,4,1,1,3,3,4,1,1,1,1,1,information access,1,1,15,1,2,1,24,6,6,1,2,3, , , ,3, ,7,2, ,1, , , ,2,1.3028143,0.9847209
100133,2,1,180103,1,3,45,3,U,2,1,1,1,2,1,2, , ,1,1,1,1,1,2,1,2,1,1,2,2,1, ,2, ,1,3,3,1,1,3,1,1,access tyo information and knowlege,1,1,12,1,2,2,21,6,5,1,2,1, , , ,1, ,4,1, ,2,2, , ,2,1.6591974,1.0688991
100134,2,1,180103,2,1,36,5,U,2,2,2,2, , , , , ,1,2,2,2,2,2,2,1,1,1,1,2,2, , ,1,1,1,1,1, , ,2,1,porque ponen cosas como chavitos con armas apuntandoles y animales a mi no me gusta eso como que lo estan usando como un arma es bueno para la policia pero no la sociedad xk a mi me traumatiza,9, ,0, , , ,59,5,1,4,1,1, , , ,1,2,1,4,2,1, , , ,1,0.7336271,1.6485674
100135,2,1,180103,1,1,42,3,S,2,2,1,1,2,1,2, , ,1,1,2,1,1,1,2,1,1,1,2,1,1,1, ,1,1,1,4,2,1,2,2,1,gives you more outlets to harbor bad things,3,1,25,1,2,2,27,1,5,1,2,1, , , ,1, ,7,4,8,3,2, , ,2,2.112972,2.0428872
100136,2,1,180103,1,3,51,4, ,2,1,1,1,5,1,2, , ,1,2,2,1,2,2,2,2,2,2,2,2,2, , , , , ,3,4,4, ,2,1,it is taking away from social interaction,4,2,2,1,2,2,75,1,3,3,2,1, , , ,1, ,8,3,1,2,2, , ,1,1.0024735,1.4418881
100137,2,1,180103,1,3,21,4,U,2,2,1,1,1,1,2, , ,1,1,1,1,2,2,2,1,2,1,2,2,2, , ,1, ,3,4,1,1,4,1,1,its good for kids that go to school its good to get news from all around the world good for teaching techniques.,1,1,3,1,2,1,56,5,5,2,2,2, , , ,2, ,3,2, ,2,2, , ,1,0.5918363,0.5952547
100138,2,1,180103,1,1,36,2,U,2,1,2,2, , , , , ,1,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,4,4, , ,8, , ,9, ,35,1,2,2,81,6,4,2,2,2, , , ,2, ,3,4,8,1, , , ,2,0.7887024,0.8649296
100143,2,1,180103,1,3,12,2,R,2,1,1,1,2,1,2, , ,1,1,1,1,2,1,1,1,2,1,2,1,1,3,5,1, ,1,1,2,1,2,1,1,wealth of information at your fingertips,1,1,2,1,2,2,59,2,3,4,2,1, , , ,1, ,1,2, ,2,2, , ,2,1.4886753,1.5951919
100147,2,1,180103,1,3,21,2,R,2,1,1,1,2,1,2, , ,1,1,1,1,1,2,1,1,1,1,2,1,2, ,3,2,3,1,3,1,1,3,1,1,we have technology at our fingertips,1,1,30,1,2,1,55,1,4,4,2,1, , , ,1, ,6,1, ,2,2, , ,2,0.9499623,0.7673988
100150,2,1,180103,1,1,34,4, ,2,1,1,1,2,1,2, , ,1,1,2,1,2,9,9,9,9,9,9,9,9, , , , , ,4,1,1,2,1,1,connectiviy and information,2,1,0, , , ,30,9,4,2,9,9, , , ,9, ,99,4,8,2,2, , ,2,1.5622424,1.0866894
100153,2,1,180103,2,1,9,4,S,2,2,1,1,2,8, , , ,1,1,2,1,1,1,1,1,1,1,1,1,1,5,1,1,1,3,2,2,2,2,3, , ,9,1,5,2,1,2,28,2,2,4,1,7, , , ,5,2,4,4,8,4,3, , ,1,1.344364,1.4056241
100155,2,1,180103,1,3,45,3,U,2,1,1,2,3,1,8, , ,2,2,2,1,2,2,2,2,2,2,2,2,2, , , , , ,1,2,2, ,2,1,identity and information theft,6,1,1,1,2,2,75,6,3,3,2,2, , , ,2, ,2,2, ,1, , , ,2,1.2986263,1.3837963
100156,2,1,180103,2,3,51,4, ,2,1,1,1,1,1,1,1, ,1,1,2,1,1,1,1,1,1,1,1,8,2,1,1,1,5,1,3,2,2,3,1,1,connection with world,2,1,3,1,1,8,30,6,4,4,1,7, , , ,5,3,98,8,8,4,4, , ,2,0.8177375,0.4762836
100157,2,1,180103,1,1,34,5,S,2,2,1,2,2,1,2, , ,1,1,1,1,1,2,1,2,1,1,2,1,1, ,1, ,5,5,4,1,2,4,3, , ,9,1,20,1,2,2,29,6,7,1,2,2, , , ,2, ,6,4,1,1, , , ,2,1.0747935,0.9234869
100158,2,1,180103,1,2,39,4,S,2,1,1,1,2,1,2, , ,1,1,1,1,2,2,2,1,2,1,2,2,1, , ,4, ,4,1,1,1,3,1,1,i think its important to acces information,1,1,8,1,2,2,51,1,6,1,2,1, , , ,1, ,8,3,2,3,2, , ,2,0.7017557,0.5928197
100160,2,1,180103,1,3,13,2,S,2,1,1,1,1,1,2, , ,1,2,1,1,2,2,2,2,2,1,2,2,2, , , , ,5,4,2,4, ,1,1,readily avalible and accessable to information,1,1,25,1,1,1,44,1,1,1,2,5, , , ,5, ,8,3,1,3,1, , ,1,1.2849819,1.7559492
