respid,sample,comp,int_date,lang,cregion,state,density,usr,qs1,sex,eminuse,intmob,intfreq,home4nw,bbhome1,bbhome2,device1a,smart2,snsint2,device1b,device1c,device1d,web1a,web1b,web1c,web1d,web1e,web1f,web1g,web1h,sns2a,sns2b,sns2c,sns2d,sns2e,pial5a,pial5b,pial5c,pial5d,pial11,pial11a,pial11ao@,pial11_igbm,pial12,books1,books2a,books2b,books2c,age,marital,educ2,emplnw,hisp,racem1,racem2,racem3,racem4,racecmb,birth_hisp,inc,party,partyln,hh1,hh3,ql1,ql1a,qc1,weight,cellweight
100165,2,1,180103,1,3,48,2,U,2,1,1,1,2,1,2, , ,1,1,1,1,1,1,2,2,2,1,1,1,1,3, , , ,3,2,1,1,2,1,1,transfer of information,1,1,97,1,2,1,50,1,6,1,2,9, , , ,9, ,99,3,8,4,2, , ,1,0.6626163,0.7229293
100166,2,1,180103,2,3,12,3,U,2,2,1,1,2,1,4, , ,1,1,2,2,1,2,2,1,2,1,1,1,2, , ,3, ,8,1,1,1,2,1,1,el internet ayuda a ensenar algo,9,1,4,2,1,2,35,6,6,8,1,7, , , ,5, ,3,3,2,5,5, , ,1,1.3474732,1.0932441
100167,2,1,180103,1,4,8,5,U,2,1,1,1,1,2, , , ,1,1,2,1,2,1,1,1,1,1,1,2,1,1,2,1,3,2,4,1,1,3,1,1,a lot information to get on the internet and a lot of work you can do on the internet,1,1,6,1,1,1,28,6,7,7,2,2, , , ,2, ,98,1, ,5,5, , ,2,0.8770586,0.5767145
100169,2,1,180103,1,1,36,5,U,2,2,1,1,1,1,2, , ,1,1,1,1,2,2,1,1,2,1,2,2,1, ,5,5, ,3,4,1,1,2,1,1,it helps link people together,2,1,4,1,2,2,22,6,7,7,2,3, , , ,3, ,98,8,2,3,3, , ,2,1.2447657,1.1306352
100170,2,1,180103,1,3,12,1,R,2,1,1,1,5,1,2, , ,1,1,1,1,1,2,2,1,2,2,2,2,2, , ,2, , ,1,3,3,3,2,1,people spend too much time on it,4,1,0, , , ,51,1,4,1,2,1, , , ,1, ,7,3,1,4,2, , ,1,1.2160755,1.3639857
100172,2,1,180103,1,3,21,4,U,2,2,1,1,1,1,2, , ,1,1,1,1,1,1,1,1,1,1,2,1,1,2,3,1,3,3,4,1,1,2,1,1,educational purposes,1,1,10,1,2,2,38,3,8,1,2,1, , , ,1, ,6,1, ,3,2, , ,2,1.1713816,0.8392105
100173,2,1,180103,1,2,39,1,R,2,1,1,1,5,2, , , ,1,1,1,2,2,2,2,1,2,1,2,2,2, , ,3, ,5,4,4,4,4,1,1,"connect with other people, research",2,2,1,1,2,2,20,6,3,1,2,1, , , ,1, ,5,4,1,3,3, , ,1,1.0885196,1.0616339
100174,2,1,180103,1,1,50,1,S,2,2,1,1,2,1,2, , ,1,1,1,1,2,1,1,1,2,1,2,2,2,4,5,2, ,3,3,2,1,4,1,1,find tons of information,1,1,97,1,2,1,66,1,5,3,2,1, , , ,1, ,6,3,2,2,2, , ,1,0.6494493,1.3281551
100175,2,1,180103,1,1,33,3,S,2,1,1,1,2,1,2, , ,1,2,1,1,2,2,2,2,2,1,2,2,2, , , , ,3,1,1,2, ,3, , ,9,3,0, , , ,57,3,5,1,2,1, , , ,1, ,8,3,2,1, , , ,2,1.0280556,0.9469746
100176,2,1,180103,1,3,28,1,R,2,1,1,1,2,2, , , ,1,1,1,1,2,2,2,1,2,1,2,2,2, , ,1, ,1,1,1,3,4,1,1,to keep up with friends.,2,1,2,1,2,2,46,6,2,1,2,2, , , ,2, ,4,2, ,1, , , ,2,1.0758447,0.8899932
100178,2,1,180103,1,2,17,4,S,2,1,2,1,1,1,2, , ,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,1,3,2,2,2,3,1,1,"school, research and convenience",1,1,4,1,1,1,22,6,6,7,1,7, , , ,5,1,1,1, ,1, , , ,2,0.6138648,0.4333029
100179,2,1,180103,1,2,17,4,S,2,1,1,1,2,1,2, , ,2,2,1,1,2,2,2,2,2,1,2,2,2, , , , ,3,2,4,2, ,1,1,just the amount of knowledge on there,1,1,24,1,2,1,52,1,4,1,2,1, , , ,1, ,6,2, ,4,3, , ,1,1.2518047,1.1222643
100181,2,1,180104,1,3,13,3,S,2,1,1,1,1,1,2, , ,1,1,2,1,1,2,1,2,1,1,2,2,2, ,1, ,1,3,3,1,2,3,1,1,helps people gain knowledge,1,1,3,1,1,2,18,6,3,4,2,2, , , ,2, ,7,2, ,3,3, , ,1,0.726191,0.5584335
100182,2,1,180106,1,3,47,2,R,2,1,2,2, , , , , ,1,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1,1, , ,3, , ,9, ,4,1,2,2,61,5,3,4,2,1, , , ,1, ,2,3,8,1, , , ,1,0.8711396,1.5951919
100185,2,1,180103,1,3,22,3,U,2,2,1,1,2,1,2, , ,1,1,1,1,2,1,2,1,1,1,2,2,2,3, ,1,5,3,4,1,1,3,1,1,has a lot of ways to communicate,2,1,10,1,2,1,19,6,4,2,2,1, , , ,1, ,7,2, ,4,3, , ,1,2.112972,2.0428872
100186,2,1,180103,1,3,48,3,S,2,2,1,1,1,1,2, , ,1,1,1,1,1,1,2,1,2,1,2,1,1,5, ,1, ,3,1,1,1,2,1,1,i think its made communication much easier,2,1,10,1,2,1,66,6,8,3,2,1, , , ,1, ,7,1, ,4,4, , ,1,0.5099064,0.7404941
100187,2,1,180103,1,2,19,1,U,2,1,1,1,2,2, , , ,1,1,2,1,1,1,1,1,1,1,2,1,8,1,1,3,1,1,3,1,2,3,1,1,you can talk to people with a bunch of services,2,1,4,1,2,2,20,6,4,1,1,1, , , ,1,1,9,3,1,4,3, , ,2,1.1751724,0.8680006
100188,2,1,180103,1,3,22,3,U,2,1,1,1,2,1,2, , ,1,1,1,1,1,1,2,2,2,1,2,2,2,3, , , ,1,4,2,1,2,1,1,"gives info, more connected now",1,1,2,1,1,1,19,6,3,2,2,1, , , ,1, ,3,3,2,3,3, , ,2,1.3654974,1.0468616
100189,2,1,180103,1,2,27,1,R,2,1,2,2, , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2,4, , ,8, , ,9, ,50,1,2,9,82,1,4,3,2,1, , , ,1, ,99,2, ,2,2, , ,1,0.6258701,0.8936901
100190,2,1,180103,1,3,48,3,U,2,2,1,1,1,1,8, , ,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,3,1,1,3,1,1,1,3, , ,9,1,3,1,2,1,19,6,3,2,1,1, , , ,1,1,98,8,8,4,3, , ,2,1.5537752,1.2567409
100192,2,1,180103,1,3,48,5,U,2,2,2,1,4,2, , , ,2,2,1,2,2,2,2,2,2,2,2,2,2, , , , , ,1,3,6, ,1,1,"news, information",1,1,0, , , ,58,6,4,1,2,2, , , ,2, ,4,2, ,4,3, , ,1,0.740234,0.6989981
100194,2,1,180103,1,2,29,1,R,2,1,1,1,2,1,2, , ,1,1,2,1,1,2,1,1,1,1,2,2,2, ,3,1,1,1,1,2,4,4,1,1,learning new things,1,1,0, , , ,27,6,2,1,2,1, , , ,1, ,7,4,8,1, , , ,2,1.210429,1.1243724
100196,2,1,180103,1,3,1,2,R,2,2,1,1,1,1,2, , ,1,1,1,1,2,2,2,1,2,1,1,2,2, , ,1, ,3,6,1,2,4,1,1,"people use it for business reason, for work emails",2,1,20,2,1,2,52,3,3,3,2,1, , , ,1, ,2,3,1,1, , , ,2,2.112972,2.0428872
100199,2,1,180103,1,3,48,2,U,2,2,1,1,1,1,2, , ,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,1,1, ,3,1,1,2,1,1,opens acesses knowledge to all ages to ne more award of thing that are going on this country,1,1,10,1,2,2,28,6,4,1,2,1, , , ,1, ,4,2, ,1, , , ,2,2.112972,1.8891954
100202,2,1,180103,1,3,22,1,R,2,2,1,1,1,1,2, , ,1,1,1,1,1,2,2,1,1,1,2,1,2, , ,1,1,3,4,3,2,4,3, , ,9,1,0, , , ,36,1,2,4,2,1, , , ,1, ,4,2, ,5,2, , ,2,2.112972,2.0428872
100203,2,1,180103,1,2,26,5,U,2,2,1,1,1,2, , , ,1,1,1,1,2,1,1,1,1,1,2,1,1,5,3,2,3,2,3,1,1,2,3, , ,9,1,97,1,2,1,31,6,8,1,2,2, , , ,2, ,99,3,2,1, , , ,1,0.7463163,0.9143337
100204,2,1,180103,2,3,48,3,U,2,1,1,1,1,1,2, , ,2,1,1,1,2,2,2,1,2,1,1,1,1, , ,1, ,2,4,2,1,2,1,1,porque toda esta facilmente al alcnzo de nuestras manos,9,1,4,1,2,2,51,3,7,1,1,1, , , ,1,3,8,3,8,4,3, , ,2,0.3912757,0.4333029
100205,2,1,180103,1,3,48,5,U,2,1,1,1,2,1,2, , ,1,1,2,1,1,2,2,1,2,1,2,2,2, , ,2, ,3,3,2,3,3,1,1,ability to get info yo people faster,1,1,10,2,2,2,46,2,4,1,2,1,5, , ,4, ,5,3,1,5,3, , ,2,1.3063371,1.194259
100206,2,1,180103,1,2,17,5,U,2,1,1,1,3,2, , , ,1,1,2,2,2,2,2,1,2,1,2,2,2, , ,1, ,2,1,1,2,2,1,1,allows you to search infromation,1,1,5,1,2,2,48,6,4,4,2,4, , , ,5, ,1,3,2,1, , , ,2,1.4810525,1.3576313
100208,2,1,180103,2,2,55,1,R,2,1,2,2, , , , , ,1,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,4,4, , ,8, , ,9, ,0, , , ,62,1,2,1,1,7, , , ,5,3,1,2, ,2,2, , ,2,0.6379777,0.6126708
100210,2,1,180103,1,2,27,5,S,2,2,1,1,1,1,2, , ,1,2,2,1,2,2,2,2,2,1,2,2,2, , , , ,1,3,2,2, ,1,1,"Adverticing, social media",2,1,4,1,1,2,34,6,4,2,2,1, , , ,1, ,2,2, ,1, , , ,1,1.2708494,1.8191846
100211,2,1,180108,1,2,29,1,R,2,1,1,1,1,1,2, , ,1,2,2,1,2,2,2,2,2,1,2,2,2, , , , ,5,3,1,1, ,1,1,Information,1,1,1,1,2,2,63,1,5,1,2,1, , , ,1, ,8,1, ,2,2, , ,2,0.8499481,0.7874606
100214,2,1,180103,1,2,31,1,R,2,1,2,2, , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1,1, , ,1,1,People can do alot of things with internet,9, ,0, , , ,74,3,3,3,2,1, , , ,1, ,2,2, ,1, , , ,2,1.2118391,1.8577136
100216,2,1,180103,1,2,27,3,S,2,2,1,1,2,2, , , ,1,1,1,1,2,2,1,1,2,1,2,1,2, ,4,1, ,3,1,1,1,2,1,1,just access to information,1,1,20,1,1,1,47,1,6,1,2,1, , , ,1, ,9,1, ,3,2, , ,2,1.1970866,1.0620388
100217,2,1,180110,1,3,1,1, ,2,2,2,2, , , , , ,2,2,1,1,2,2,2,1,1,2,2,2,2, , ,2,4, ,1,1, , ,8, , ,9, ,3,1,2,2,86,5,1,3,2,1, , , ,1, ,99,9,9,9,9, , ,9,1.1493163,2.0428872
100218,2,1,180103,1,3,5,2,U,2,1,1,1,1,1,2, , ,1,1,1,2,1,1,1,1,1,1,2,2,2,5,1,1,1,1,3,2,3,2,1,1,info,1,3,8,2,2,1,26,1,6,1,2,2,3, , ,4, ,3,3,8,4,2, , ,2,0.9538664,0.7991255
100219,2,1,180103,1,2,17,1,R,2,2,1,1,1,1,2, , ,1,1,2,1,2,2,2,1,2,2,2,2,2, , ,1, , ,1,1,2,2,1,1,You have a way to keep in tpouch with friends and family,2,1,0, , , ,54,3,4,1,2,1, , , ,1, ,2,3,1,2,2, , ,1,1.585425,2.0428872
100220,2,1,180103,1,3,48,5,U,2,1,2,2, , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,4,6, , ,2,1,gives too much information,3, ,0, , , ,55,6,3,4,2,2, , , ,2, ,1,2, ,3,3, , ,1,0.8294109,0.7954651
100221,2,1,180103,1,3,40,1,R,2,1,1,1,3,1,2, , ,1,2,1,1,2,2,2,2,2,1,2,2,2, , , , ,2,4,3,3, ,2,1,The access of garbage that's on in. Also amount of time  it takes from the pursues.,3,1,12,1,2,1,63,1,7,3,2,1, , , ,1, ,7,3,1,3,3, , ,1,0.5096841,0.53044
100222,2,1,180103,1,3,40,2,U,2,1,1,1,2,1,2, , ,1,1,1,1,1,2,2,1,2,1,2,2,2, , ,2, ,5,2,1,1,4,1,1,connect everyonwe to everything,2,1,3,1,2,2,52,6,4,1,1,7, , , ,5,1,7,1, ,1, , , ,2,1.1658793,1.0006515
100223,2,1,180103,2,2,46,1,R,2,2,1,1,1,1,2, , ,1,1,2,2,1,2,2,1,8,1,1,8,2, , ,1, ,1,1,1,1,3,1,1,porque por el internet te estas comunicando con familias que no estan aqui en el pais.,9,1,98,1,2,8,57,1,1,1,1,9, , , ,9,3,4,2, ,6,2, , ,2,0.8169924,0.9313608
100227,2,1,180103,1,2,27,1,R,2,2,1,1,2,1,2, , ,1,1,1,1,2,1,1,1,1,1,2,2,2,3,3,1,3,4,3,1,1,2,1,1,access information,1,1,25,1,1,1,46,1,7,1,2,1, , , ,1, ,9,2, ,5,3, , ,1,1.0181114,1.0460674
100228,2,1,180103,1,3,48,1, ,2,1,1,1,2,1,2, , ,1,1,1,1,1,2,2,1,2,1,2,1,8, , ,1, ,3,1,2,2,2,1,1,"informing people of information ,informing emergencies or cancellations",1,1,2,2,2,2,54,1,6,1,2,1, , , ,1, ,99,1, ,4,4, , ,1,0.7251073,0.7205054
100229,2,1,180103,1,3,28,2,U,2,2,1,1,1,1,2, , ,1,1,2,2,2,2,2,1,1,1,2,2,2, , ,1,1,1,4,5,5,4,2,1,"There's a lot going on, and people and kids look up and see things that shouldn't be on there",5,1,0, , , ,21,6,3,2,2,2, , , ,2, ,1,2, ,7,5, , ,2,1.3017332,1.0460154
100232,2,1,180103,1,2,17,4,S,2,1,1,1,2,1,2, , ,2,2,2,1,2,2,2,2,2,2,2,2,2, , , , , ,2,3,1, ,1,1,gets more people involved gives them an opinion,1,1,12,1,2,2,74,1,4,3,2,1, , , ,1, ,99,1, ,2,2, , ,2,0.7408359,0.7141773
100233,2,1,180103,1,2,26,5,U,2,1,1,1,2,1,2, , ,1,2,2,1,2,2,2,1,1,2,1,2,2, , ,5,4, ,4,2,2, ,1,1,"Given people a larger voice, spread information",1,1,60,1,1,1,29,2,6,1,2,1, , , ,1, ,4,2, ,2,2, , ,2,0.7765511,0.5680526
100234,2,1,180103,1,3,48,2,U,2,2,1,1,2,1,2, , ,1,1,1,1,2,2,1,1,2,1,2,1,2, ,4,1, ,5,2,1,2,2,1,1,it gives people access to information very quickly and they can find information,1,1,5,1,2,2,66,3,3,3,2,1, , , ,1, ,5,3,8,1, , , ,2,1.2040074,2.0428872
100235,2,1,180103,1,3,48,3,S,2,1,1,1,2,1,2, , ,1,2,1,1,1,2,2,2,2,2,2,2,2, , , , , ,2,1,1, ,1,1,"you can figure out what going on and you get to connect with more people, updates on news and all that",1,1,0, , , ,54,1,6,1,2,1, , , ,1, ,9,1, ,4,2, , ,1,0.6900259,0.7315061
100236,2,1,180107,1,3,47,4, ,2,1,2,1,4,2, , , ,1,1,2,2,2,2,1,1,2,1,2,2,2, ,5,1, ,1,1,2,4,4,1,1,"get things faster like location, hotels",1,2,1,1,2,2,55,4,3,1,2,2, , , ,2, ,99,9,9,9,9, , ,9,0.8193501,0.6774044
100238,2,1,180103,1,2,17,2,U,2,1,1,1,4,2, , , ,2,1,2,2,2,2,2,1,1,1,2,2,1, , ,1,1,1,2,1,1,2,1,1,Good for research,1,1,0, , , ,22,6,3,4,2,2, , , ,2, ,2,3,2,1, , , ,2,0.8521188,0.6273827
100239,2,1,180103,1,3,40,1,S,2,1,2,2, , , , , ,1,2,2,2,2,2,2,1,2,2,2,2,2, , ,8, , ,4,4, , ,2,1,It's been abused.,8, ,4,1,2,2,61,1,8,3,2,1,5, , ,4, ,99,3,8,3,2, , ,2,0.4765175,0.5218073
100240,2,1,180103,1,3,48,4,U,2,1,1,1,2,1,2, , ,1,1,1,1,2,2,2,2,2,2,2,2,2, , , , , ,4,1,1,4,1,1,information and education,1,1,4,1,2,2,60,3,2,3,2,1, , , ,1, ,5,2, ,1, , , ,1,0.7966524,1.2704964
100241,2,1,180103,1,3,22,1,R,2,2,1,1,3,1,2, , ,1,1,1,1,2,2,2,1,2,2,2,1,2, , ,1, , ,1,1,2,2,2,1,people no longer talk to each other;internet is the new communicaation,4,1,12,1,2,2,65,1,6,3,2,1, , , ,1, ,8,3,1,2,2, , ,1,0.4077256,0.7293582
100242,2,1,180103,1,2,18,4,S,2,2,1,1,1,1,2, , ,1,2,2,1,2,2,2,2,2,1,2,2,2, , , , ,4,1,1,2, ,3, , ,9,1,2,1,2,2,61,1,7,1,2,1, , , ,1, ,9,1, ,2,2, , ,2,0.7162501,0.6723082
100244,2,1,180103,1,2,17,5,U,2,2,1,1,2,2, , , ,1,2,2,2,1,2,2,2,2,1,2,2,2, , , , ,3,4,2,4, ,1,1,people have a chance to give input,1,1,3,1,2,2,43,4,4,4,1,2, , , ,2,1,1,2, ,3,3, , ,1,2.112972,2.0428872
100246,2,1,180106,1,3,22,1, ,2,1,2,2, , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1,1, , ,2,1,Mostly garbage on it,3, ,0, , , ,65,1,5,3,2,1, , , ,1, ,99,9,9,9,9, , ,9,0.8250413,0.868002
100247,2,1,180103,1,3,48,1,R,2,2,1,1,2,1,8, , ,1,1,2,1,2,2,2,1,2,2,2,2,1, , ,3, , ,1,1,1,3,1,1,its suppose to make things easier,8,1,10,1,2,2,84,5,4,3,2,1, , , ,1, ,99,1, ,1, , , ,2,0.7721567,1.089065
100248,2,1,180103,1,2,27,5,S,2,2,1,1,2,1,2, , ,1,1,1,1,2,2,2,1,2,1,2,2,2, , ,2, ,5,1,1,1,2,1,1,information,1,1,97,1,1,1,74,1,8,3,2,1, , , ,1, ,8,2, ,2,2, , ,1,0.3994403,0.704692
100249,2,1,180103,1,3,48,4, ,2,1,1,1,1,1,2, , ,1,1,2,2,2,2,2,1,2,1,2,2,1, , ,5, ,2,2,1,1,4,1,1,Interconnectedness,2,1,8,1,1,2,31,1,6,1,2,1, , , ,1, ,99,9,2,9,9, , ,1,0.6145958,0.4698391
100251,2,1,180103,1,2,29,1, ,2,1,1,1,2,1,2, , ,1,2,1,1,1,2,2,2,2,1,2,2,2, , , , ,4,4,2,4, ,2,1,"alt of social media that cause harm to people lives, kids commit suicide by socical media, fake news fox news facebook and peop;le put out fake news. overall the whole internet has been quite a problem for people thats how they spend their lives they dont go out inmerse themselves in virtual reality",3,3,15,1,2,2,38,1,4,1,2,1, , , ,1, ,99,4,8,9,9, , ,2,1.5653536,1.3820497
100252,2,1,180103,1,2,27,5,U,2,1,2,2, , , , , ,1,1,2,2,1,2,2,1,2,1,2,2,2, , ,4, ,5,4,1, ,4,1,1,come across questions and ask google,1, ,3,1,2,2,57,6,2,4,2,2, , , ,2, ,3,2, ,1, , , ,2,1.0134968,0.9042832
100253,2,1,180105,1,2,55,2,U,2,1,1,1,2,2, , , ,1,1,2,2,2,2,2,1,2,1,2,1,1, , ,1, ,3,1,2,2,2,1,1,"allows people to connect, research and knowledge.",2,1,2,1,2,2,35,6,3,1,2,1, , , ,1, ,3,3,8,3,3, , ,2,1.8848264,1.6824545
100254,2,1,180103,1,3,40,4,S,2,1,1,1,2,1,2, , ,1,1,1,1,2,2,2,1,2,1,2,2,2, , ,3, ,2,2,2,2,4,1,1,more informatrion,1,1,0, , , ,65,3,3,1,2,1, , , ,1, ,8,1, ,1, , , ,2,1.2386256,1.4418881
100255,2,1,180103,1,3,48,2,S,2,1,1,1,2,1,4, , ,1,1,1,1,2,2,2,1,2,1,2,2,2, , ,3, ,4,2,2,2,4,1,1,"can open up boarder so we all know kind what is going on worldwide, i understand that alot of the stuff is not stuff but you could pull financial informationa nd its veryhelpful",1,1,1,1,2,2,55,1,5,1,2,1, , , ,1, ,8,1, ,2,2, , ,2,0.9499623,0.7673988
100256,2,1,180103,1,3,48,4,U,2,1,1,1,2,1,2, , ,1,1,1,2,1,2,1,1,2,1,2,1,2, ,4,3, ,3,3,2,2,3,3, , ,9,1,4,1,2,2,29,6,3,1,1,7, , , ,5,1,9,3,8,8,6, , ,2,1.1302049,0.7608089
100257,2,1,180103,1,3,48,3,S,2,1,1,1,2,1,2, , ,1,1,2,1,1,1,1,1,1,1,2,2,2,2,1,2,1,3,1,1,2,2,1,1,its advanced technology,8,1,6,1,1,2,23,6,5,2,2,2, , , ,2, ,98,2, ,4,4, , ,1,0.9153327,0.6528781
100259,2,1,180103,1,3,28,1,R,2,1,1,1,2,1,2, , ,1,1,2,1,2,2,1,1,2,1,2,2,2, ,3,2, ,4,4,4,4,4,3, , ,9,1,40,1,2,2,66,1,8,3,2,1, , , ,1, ,9,2, ,2,2, , ,1,0.4045109,0.6019972
100260,2,1,180103,2,2,55,3,U,2,1,1,1,3,1,2, , ,1,2,2,2,2,2,2,2,2,1,2,2,2, , , , ,3,3,2,3, ,3, , ,9,2,0, , , ,50,1,2,1,1,7, , , ,5,3,3,3,8,6,3, , ,1,0.8122913,0.653079
100261,2,1,180103,1,3,48,4,U,2,2,1,1,1,1,2, , ,1,2,2,1,2,2,2,2,2,1,2,2,2, , , , ,2,2,1,1, ,2,1,startegy of how people find other,9,1,0, , , ,38,1,3,4,2,3, , , ,3, ,4,4,8,2,2, , ,1,2.0175984,2.0428872
100264,2,1,180103,1,2,17,5,S,2,1,1,1,2,1,2, , ,1,1,1,1,2,1,1,2,1,1,2,1,2,1,2, ,2,3,4,2,4,4,1,1,it makes life easier,8,1,20,1,1,2,20,6,3,2,2,1, , , ,1, ,6,1, ,2,2, , ,2,1.2262582,0.9962468
100266,2,1,180103,1,2,55,3,U,2,1,1,1,2,1,2, , ,1,2,1,1,1,2,2,2,2,1,2,2,2, , , , ,4,2,2,2, ,1,1,transferring information for research,1,1,25,1,2,2,25,6,6,2,2,1, , , ,1, ,3,3,2,1, , , ,2,0.8105029,0.6145781
100267,2,1,180103,1,3,48,5,U,2,1,1,1,1,1,2, , ,1,1,1,1,1,1,1,1,2,1,1,2,1,4,4,1, ,1,4,1,1,4,1,1,several things you acn do from home,8,1,97,1,1,2,58,3,7,3,2,2, , , ,2, ,6,2, ,2,2, , ,1,0.3761749,0.4333029
100269,2,1,180103,1,3,47,4,U,2,1,1,1,2,1,2, , ,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1, ,2,3,1,1,1,1,1,"first good for buisness, easy to make your business in the internet, you can know more about news from the internet than the tv and the last to use social media like watch videos at any time you want",1,1,4,1,2,1,23,6,6,5,2,3, , , ,3, ,6,3,1,2,2, , ,2,0.6080516,0.4366115
100270,2,1,180103,1,3,11,5,U,2,1,1,1,2,1,2, , ,1,1,1,1,2,2,1,1,2,2,1,2,2, ,2,2, , ,1,1,1,4,1,1,diversified and marketplace has free ideas. Key to long term success,1,1,0, , , ,28,6,6,1,2,1, , , ,1, ,4,3,2,4,4, , ,2,0.8285036,0.5517245
100271,2,1,180103,1,3,51,1,R,2,2,1,1,2,1,2, , ,1,1,1,1,2,1,1,1,2,1,2,2,1,3,5,2, ,3,1,1,1,4,1,1,INCREASED PRODUCTIVITY AND COMMUNICATION,2,1,40,1,2,1,64,1,8,1,2,1, , , ,1, ,99,2, ,2,2, , ,1,0.6455818,0.8171148
100272,2,1,180103,1,3,21,2,R,2,1,1,1,2,2, , , ,2,1,2,1,1,1,1,1,1,1,2,2,2,4,3,1,3,5,4,4,4,4,2,1,"people are lazy, they don't want to do things anymore",4,8,0, , , ,58,3,5,3,2,2, , , ,2, ,4,4,8,1, , , ,1,0.3761749,0.4684993
100273,2,1,180103,1,3,12,3,U,2,2,1,1,1,1,2, , ,1,1,1,1,2,2,1,1,2,1,1,2,1, ,3,1, ,2,1,2,1,1,1,1,communication and information exchanges,2,1,0, , , ,59,1,7,3,2,1, , , ,1, ,8,1, ,2,2, , ,1,0.7042781,0.8295906
100274,2,1,180107,1,1,36,5, ,2,2,1,2,2,2, , , ,2,2,2,1,2,1,2,2,2,2,2,2,2,3, , , , ,6,4,4, ,2,1,exposes people to things that people have not been exposed to in the past years; especially young kids,5,1,10,1,2,2,21,1,3,2,2,1, , , ,1, ,99,1, ,3,2, , ,2,2.112972,2.0428872
100276,2,1,180103,1,1,36,5,U,2,1,1,1,2,2, , , ,1,1,2,2,2,2,2,1,2,1,1,2,2, , ,5, ,1,1,1,1,3,1,1,you can search up things,1,1,1,2,2,2,26,6,3,2,2,1, , , ,1, ,9,2, ,3,3, , ,1,1.301492,1.2497729
100277,2,1,180103,1,3,37,2, ,2,1,2,2, , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,4,6, , ,2,1,nobody talks to anyone anymore,4, ,0, , , ,88,5,1,3,2,1, , , ,1, ,2,3,1,1, , , ,2,1.3544373,1.8103854
100279,2,1,180103,1,3,21,2, ,2,1,1,1,2,1,2, , ,1,1,1,1,1,2,2,1,2,1,2,2,1, , ,2, ,2,1,5,5,4,1,1,we can uswe it to travel distances,8,1,20,1,2,2,26,1,4,1,2,1, , , ,1, ,3,3,2,2,2, , ,1,1.3304339,1.1187934
100280,2,1,180103,1,3,51,5,U,2,1,1,1,2,1,2, , ,1,1,1,1,1,2,2,1,1,1,2,1,1, , ,1,3,1,4,5,5,2,3, , ,9,1,85,1,1,1,22,6,6,2,1,1, , , ,1,1,8,3,2,4,4, , ,1,0.5480974,0.4333029
100283,2,1,180103,1,2,39,5,U,2,1,1,1,2,1,2, , ,1,1,1,1,1,1,2,1,1,1,2,2,1,1, ,1,1,1,2,1,2,2,1,1,it has so much accessable information for everybody,1,1,1,1,2,2,30,6,6,1,2,1, , , ,1, ,98,1, ,1, , , ,2,0.7765511,0.5680526
100285,2,1,180103,2,3,12,4, ,2,1,1,1,2,1,8, , ,1,2,1,1,2,2,2,1,2,1,1,1,2, , ,3, ,3,3,2,1, ,1,1,aumenta el conocimiento de la person ay la educacion,9,1,20,1,2,1,68,1,8,1,1,7, , , ,5,3,99,2, ,4,2, , ,1,0.3761749,0.4333029
100286,2,1,180103,1,4,8,5,U,2,2,1,1,1,2, , , ,1,1,2,1,2,2,1,1,1,1,1,2,2, ,1,1,1,2,3,2,2,3,1,1,for education everything through my education experiences information is way easier to get and while kids are more advantaged to have it it makes kids who dont have it at a bigger disadvantage,1,2,3,1,2,2,21,6,4,4,2,1, , , ,1, ,6,2, ,4,4, , ,2,2.112972,1.769936
100291,2,1,180103,1,4,4,1,S,2,2,1,1,4,1,2, , ,1,1,1,1,2,2,2,1,2,1,2,2,2, , ,2, ,5,1,3,3,3,2,1,too many people who can remain anonymous,8,1,6,1,2,2,70,1,3,3,2,1, , , ,1, ,6,1, ,2,2, , ,1,0.8450369,1.9430359
100293,2,1,180103,1,3,21,2,S,2,2,1,1,1,1,2, , ,1,1,1,1,1,1,1,1,2,1,2,1,2,3,4,1, ,4,1,3,1,1,1,1,education,1,1,4,1,2,1,51,3,3,1,2,1, , , ,1, ,3,1, ,3,2, , ,2,2.112972,2.0428872
100295,2,1,180103,1,3,37,4,U,2,1,1,1,1,1,2, , ,1,1,8,1,1,1,2,1,2,1,2,2,2,2, ,8, ,3,1,2,4,4,1,1,i BELIEVE IT'S EDUCATIONAL TO A LOT OF PEOPLE WHO WOULDN'T BE EDUCATED WITHOUT IT,1,1,12,1,2,2,74,1,5,2,2,1, , , ,1, ,7,1, ,3,3, , ,2,0.7903991,0.693649
